Manufacturer,Brand,Model,Displacement,Cylinders,MPG,Wheel
BMW,BMW,228i Gran Coupe,2.0,4,28,"2-Wheel Drive, Front"
BMW,BMW,228i xDrive Gran Coupe,2.0,4,27,All Wheel Drive
BMW,BMW,230i Convertible,2.0,4,27,"2-Wheel Drive, Rear"
BMW,BMW,230i Coupe,2.0,4,28,"2-Wheel Drive, Rear"
BMW,BMW,230i xDrive Convertible,2.0,4,24,All Wheel Drive
BMW,BMW,230i xDrive Coupe,2.0,4,24,All Wheel Drive
BMW,BMW,330i,2.0,4,30,"2-Wheel Drive, Rear"
BMW,BMW,330i xDrive,2.0,4,28,All Wheel Drive
BMW,BMW,430i Coupe,2.0,4,29,"2-Wheel Drive, Rear"
BMW,BMW,430i xDrive Coupe,2.0,4,27,All Wheel Drive
BMW,BMW,530i,2.0,4,28,"2-Wheel Drive, Rear"
BMW,BMW,530i xDrive,2.0,4,27,All Wheel Drive
BMW,BMW,540i,3.0,6,27,"2-Wheel Drive, Rear"
BMW,BMW,540i xDrive,3.0,6,26,All Wheel Drive
BMW,BMW,740i,3.0,6,25,"2-Wheel Drive, Rear"
BMW,BMW,740i xDrive,3.0,6,23,All Wheel Drive
BMW,BMW,750i xDrive,4.4,8,19,All Wheel Drive
BMW,BMW,840i Convertible,3.0,6,25,"2-Wheel Drive, Rear"
BMW,BMW,840i Coupe,3.0,6,25,"2-Wheel Drive, Rear"
BMW,BMW,840i Gran Coupe,3.0,6,25,"2-Wheel Drive, Rear"
BMW,BMW,840i xDrive Convertible,3.0,6,23,All Wheel Drive
BMW,BMW,840i xDrive Coupe,3.0,6,23,All Wheel Drive
BMW,BMW,840i xDrive Gran Coupe,3.0,6,23,All Wheel Drive
BMW,BMW,ALPINA XB7,4.4,8,17,All Wheel Drive
BMW,BMW,Alpina B7,4.4,8,19,All Wheel Drive
BMW,BMW,M2 Competition Coupe,3.0,6,19,"2-Wheel Drive, Rear"
BMW,BMW,M235i xDrive Gran Coupe,2.0,4,26,All Wheel Drive
BMW,BMW,M240i Convertible,3.0,6,24,"2-Wheel Drive, Rear"
BMW,BMW,M240i Coupe,3.0,6,24,"2-Wheel Drive, Rear"
BMW,BMW,M240i xDrive Convertible,3.0,6,24,All Wheel Drive
BMW,BMW,M240i xDrive Coupe,3.0,6,24,All Wheel Drive
BMW,BMW,M3,3.0,6,19,"2-Wheel Drive, Rear"
BMW,BMW,M3 Competition,3.0,6,19,"2-Wheel Drive, Rear"
BMW,BMW,M340i,3.0,6,26,"2-Wheel Drive, Rear"
BMW,BMW,M340i xDrive,3.0,6,25,All Wheel Drive
BMW,BMW,M4 Competition Coupe,3.0,6,19,"2-Wheel Drive, Rear"
BMW,BMW,M4 Coupe,3.0,6,19,"2-Wheel Drive, Rear"
BMW,BMW,M440i xDrive Coupe,3.0,6,25,All Wheel Drive
BMW,BMW,M5,4.4,8,17,All Wheel Drive
BMW,BMW,M5 Competition,4.4,8,17,All Wheel Drive
BMW,BMW,M550i xDrive,4.4,8,20,All Wheel Drive
BMW,BMW,M760i xDrive,6.6,12,16,All Wheel Drive
BMW,BMW,M8 Competition Convertible,4.4,8,17,All Wheel Drive
BMW,BMW,M8 Competition Gran Coupe,4.4,8,17,All Wheel Drive
BMW,BMW,M8 Gran Coupe,4.4,8,17,All Wheel Drive
BMW,BMW,M850i xDrive Convertible,4.4,8,19,All Wheel Drive
BMW,BMW,M850i xDrive Coupe,4.4,8,20,All Wheel Drive
BMW,BMW,M850i xDrive Gran Coupe,4.4,8,19,All Wheel Drive
BMW,BMW,X1 sDrive28i,2.0,4,27,"2-Wheel Drive, Front"
BMW,BMW,X1 xDrive28i,2.0,4,26,All Wheel Drive
BMW,BMW,X2 M35i,2.0,4,26,All Wheel Drive
BMW,BMW,X2 sDrive28i,2.0,4,27,"2-Wheel Drive, Front"
BMW,BMW,X2 xDrive28i,2.0,4,27,All Wheel Drive
BMW,BMW,X3 M,3.0,6,16,All Wheel Drive
BMW,BMW,X3 M Competition,3.0,6,16,All Wheel Drive
BMW,BMW,X3 M40i,3.0,6,23,All Wheel Drive
BMW,BMW,X3 sDrive30i,2.0,4,27,"2-Wheel Drive, Rear"
BMW,BMW,X3 xDrive30i,2.0,4,25,All Wheel Drive
BMW,BMW,X4 M,3.0,6,16,All Wheel Drive
BMW,BMW,X4 M Competition,3.0,6,16,All Wheel Drive
BMW,BMW,X4 M40i,3.0,6,23,All Wheel Drive
BMW,BMW,X4 xDrive30i,2.0,4,25,All Wheel Drive
BMW,BMW,X5 M,4.4,8,15,All Wheel Drive
BMW,BMW,X5 M Competition,4.4,8,15,All Wheel Drive
BMW,BMW,X5 M50i,4.4,8,18,All Wheel Drive
BMW,BMW,X5 sDrive40i,3.0,6,23,"2-Wheel Drive, Rear"
BMW,BMW,X5 xDrive40i,3.0,6,23,All Wheel Drive
BMW,BMW,X6 M,4.4,8,15,All Wheel Drive
BMW,BMW,X6 M Competition,4.4,8,15,All Wheel Drive
BMW,BMW,X6 M50i,4.4,8,18,All Wheel Drive
BMW,BMW,X6 sDrive40i,3.0,6,23,"2-Wheel Drive, Rear"
BMW,BMW,X6 xDrive40i,3.0,6,23,All Wheel Drive
BMW,BMW,X7 M50i,4.4,8,17,All Wheel Drive
BMW,BMW,X7 xDrive40i,3.0,6,21,All Wheel Drive
BMW,BMW,Z4 M40i,3.0,6,25,"2-Wheel Drive, Rear"
BMW,BMW,Z4 sDrive30i,2.0,4,28,"2-Wheel Drive, Rear"
BMW,Mini,COOPER CONVERTIBLE,1.5,3,31,"2-Wheel Drive, Front"
BMW,Mini,COOPER COUNTRYMAN,1.5,3,29,"2-Wheel Drive, Front"
BMW,Mini,COOPER COUNTRYMAN ALL4,1.5,3,27,All Wheel Drive
BMW,Mini,COOPER HARDTOP 2 DOOR,1.5,3,31,"2-Wheel Drive, Front"
BMW,Mini,COOPER HARDTOP 4 DOOR,1.5,3,31,"2-Wheel Drive, Front"
BMW,Mini,COOPER S CLUBMAN,2.0,4,29,"2-Wheel Drive, Front"
BMW,Mini,COOPER S CLUBMAN ALL4,2.0,4,26,All Wheel Drive
BMW,Mini,COOPER S CONVERTIBLE,2.0,4,29,"2-Wheel Drive, Front"
BMW,Mini,COOPER S COUNTRYMAN,2.0,4,28,"2-Wheel Drive, Front"
BMW,Mini,COOPER S COUNTRYMAN ALL4,2.0,4,26,All Wheel Drive
BMW,Mini,COOPER S HARDTOP 2 DOOR,2.0,4,30,"2-Wheel Drive, Front"
BMW,Mini,COOPER S HARDTOP 4 DOOR,2.0,4,30,"2-Wheel Drive, Front"
BMW,Mini,JCW COUNTRYMAN ALL4,2.0,4,26,All Wheel Drive
BMW,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2.0,4,26,All Wheel Drive
BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,2.0,4,28,"2-Wheel Drive, Front"
BMW,Mini,JOHN COOPER WORKS HARDTOP,2.0,4,29,"2-Wheel Drive, Front"
BMW,Mini,John Cooper Works GP,2.0,4,26,"2-Wheel Drive, Front"
BMW,TOYOTA,Supra 2.0,2.0,4,28,"2-Wheel Drive, Rear"
BMW,TOYOTA,Supra 3.0,3.0,6,25,"2-Wheel Drive, Rear"
FCA US LLC,ALFA ROMEO,Giulia,2.0,4,27,"2-Wheel Drive, Rear"
FCA US LLC,ALFA ROMEO,Giulia AWD,2.0,4,26,All Wheel Drive
FCA US LLC,ALFA ROMEO,Stelvio,2.0,4,25,"2-Wheel Drive, Rear"
FCA US LLC,ALFA ROMEO,Stelvio AWD,2.0,4,24,All Wheel Drive
FCA US LLC,Chrysler,300,3.6,6,23,"2-Wheel Drive, Rear"
FCA US LLC,Chrysler,300 AWD,3.6,6,21,All Wheel Drive
FCA US LLC,Chrysler,Pacifica,3.6,6,22,"2-Wheel Drive, Front"
FCA US LLC,Chrysler,Pacifica AWD,3.6,6,20,All Wheel Drive
FCA US LLC,Chrysler,Voyager,3.6,6,22,"2-Wheel Drive, Front"
FCA US LLC,Dodge,Challenger,3.6,6,23,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Challenger AWD,3.6,6,21,All Wheel Drive
FCA US LLC,Dodge,Challenger SRT,6.2,8,16,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Challenger SRT Widebody,6.2,8,15,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Challenger Widebody,6.4,8,18,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Charger,3.6,6,23,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Charger AWD,3.6,6,21,All Wheel Drive
FCA US LLC,Dodge,Charger SRT Widebody,6.2,8,15,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Charger Widebody,6.4,8,18,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Durango AWD,3.6,6,21,All Wheel Drive
FCA US LLC,Dodge,Durango RWD,3.6,6,21,"2-Wheel Drive, Rear"
FCA US LLC,Dodge,Durango SRT AWD,6.2,8,13,All Wheel Drive
FCA US LLC,FIAT,500X AWD,1.3,4,26,All Wheel Drive
FCA US LLC,Jeep,Cherokee 4X4,2.0,4,24,All Wheel Drive
FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,2.0,4,23,All Wheel Drive
FCA US LLC,Jeep,Cherokee FWD,2.0,4,26,"2-Wheel Drive, Front"
FCA US LLC,Jeep,Cherokee Trailhawk 4X4,3.2,6,21,All Wheel Drive
FCA US LLC,Jeep,Compass 4X2,2.4,4,25,"2-Wheel Drive, Front"
FCA US LLC,Jeep,Compass 4X4,2.4,4,25,All Wheel Drive
FCA US LLC,Jeep,Gladiator 4X4,3.6,6,19,4-Wheel Drive
FCA US LLC,Jeep,Gladiator EcoDiesel 4x4,3.0,6,24,4-Wheel Drive
FCA US LLC,Jeep,Gladiator Rubicon EcoDiesel 4x4,3.0,6,24,4-Wheel Drive
FCA US LLC,Jeep,Grand Cherokee 4X2,3.6,6,21,"2-Wheel Drive, Rear"
FCA US LLC,Jeep,Grand Cherokee 4X4,3.6,6,21,All Wheel Drive
FCA US LLC,Jeep,Grand Cherokee SRT 4x4,6.4,8,15,All Wheel Drive
FCA US LLC,Jeep,Grand Cherokee Trackhawk 4x4,6.2,8,13,All Wheel Drive
FCA US LLC,Jeep,Renegade 4x2,1.3,4,27,"2-Wheel Drive, Front"
FCA US LLC,Jeep,Renegade 4x4,1.3,4,26,All Wheel Drive
FCA US LLC,Jeep,Renegade Trailhawk 4x4,1.3,4,24,All Wheel Drive
FCA US LLC,Jeep,Wrangler 2dr 4X4,2.0,4,23,4-Wheel Drive
FCA US LLC,Jeep,Wrangler 4dr 4X4,2.0,4,22,4-Wheel Drive
FCA US LLC,Jeep,Wrangler 4dr EcoDiesel 4x4,3.0,6,25,4-Wheel Drive
FCA US LLC,Jeep,Wrangler Rubic 4dr EcoDiesel 4x4,3.0,6,23,4-Wheel Drive
FCA US LLC,RAM,1500 4X2,3.0,6,26,"2-Wheel Drive, Rear"
FCA US LLC,RAM,1500 4X4,3.0,6,24,4-Wheel Drive
FCA US LLC,RAM,1500 Classic 4X2,3.6,6,20,"2-Wheel Drive, Rear"
FCA US LLC,RAM,1500 Classic 4X4,3.6,6,19,4-Wheel Drive
FCA US LLC,RAM,1500 HFE 4X2,3.0,6,26,"2-Wheel Drive, Rear"
FCA US LLC,RAM,1500 TRX 4x4,6.2,8,12,4-Wheel Drive
FCA US LLC,RAM,Promaster City,2.4,4,24,"2-Wheel Drive, Front"
Ferrari,"Ferrari North America, Inc.",812 GTS,6.5,12,13,"2-Wheel Drive, Rear"
Ferrari,"Ferrari North America, Inc.",812 Superfast,6.5,12,13,"2-Wheel Drive, Rear"
Ferrari,"Ferrari North America, Inc.",F8 Spider,3.9,8,16,"2-Wheel Drive, Rear"
Ferrari,"Ferrari North America, Inc.",F8 Tributo,3.9,8,16,"2-Wheel Drive, Rear"
Ferrari,"Ferrari North America, Inc.",Portofino,3.9,8,18,"2-Wheel Drive, Rear"
Ferrari,"Ferrari North America, Inc.",Portofino M,3.9,8,19,"2-Wheel Drive, Rear"
Ferrari,"Ferrari North America, Inc.",Roma,3.9,8,19,"2-Wheel Drive, Rear"
Ford Motor Company,Ford,BRONCO SPORT 4WD,1.5,3,26,All Wheel Drive
Ford Motor Company,Ford,ECOSPORT AWD,2.0,4,25,All Wheel Drive
Ford Motor Company,Ford,ECOSPORT FWD,1.0,3,28,"2-Wheel Drive, Front"
Ford Motor Company,Ford,EDGE AWD,2.0,4,23,All Wheel Drive
Ford Motor Company,Ford,EDGE FWD,2.0,4,24,"2-Wheel Drive, Front"
Ford Motor Company,Ford,ESCAPE AWD,1.5,3,28,All Wheel Drive
Ford Motor Company,Ford,ESCAPE AWD HEV,2.5,4,40,Part-time 4-Wheel Drive
Ford Motor Company,Ford,ESCAPE FWD,1.5,3,30,"2-Wheel Drive, Front"
Ford Motor Company,Ford,ESCAPE FWD HEV,2.5,4,41,"2-Wheel Drive, Front"
Ford Motor Company,Ford,EXPEDITION 2WD,3.5,6,19,"2-Wheel Drive, Rear"
Ford Motor Company,Ford,EXPEDITION 4WD,3.5,6,19,Part-time 4-Wheel Drive
Ford Motor Company,Ford,EXPEDITION MAX 2WD,3.5,6,19,"2-Wheel Drive, Rear"
Ford Motor Company,Ford,EXPEDITION MAX 4WD,3.5,6,18,Part-time 4-Wheel Drive
Ford Motor Company,Ford,EXPLORER AWD,2.3,4,23,Part-time 4-Wheel Drive
Ford Motor Company,Ford,EXPLORER FFV AWD,3.3,6,19,Part-time 4-Wheel Drive
Ford Motor Company,Ford,EXPLORER HEV AWD,3.3,6,25,Part-time 4-Wheel Drive
Ford Motor Company,Ford,EXPLORER HEV RWD,3.3,6,27,"2-Wheel Drive, Rear"
Ford Motor Company,Ford,EXPLORER RWD,2.3,4,24,"2-Wheel Drive, Rear"
Ford Motor Company,Ford,F150 PICKUP 2WD,2.7,6,22,"2-Wheel Drive, Rear"
Ford Motor Company,Ford,F150 PICKUP 2WD FFV,3.3,6,21,"2-Wheel Drive, Rear"
